reframed_text	strategy
I want to take a shower to cleanse away my negative feelings.	self_affirmation
I should take it a bit easier so that I can enjoy the match with this beer instead of feeling like being drunk after 2 knackers.	growth
I should take it a bit easier so that I can enjoy the match with this beer instead of feeling like being drunk after 2 knackers.	neutralizing
It's a beautiful day for a run outside and it's just the thing I need to clear my mind.	neutralizing
It's a beautiful day for a run outside and it's just the thing I need to clear my mind.	thankfulness
I need to start following the no phone in the bedroom rule going forward so that I can improve my sleeping habits.	impermanence
I need to start following the no phone in the bedroom rule going forward so that I can improve my sleeping habits.	optimism
I'm disappointed in myself that I forgot about my exam today and wasn't able to take it.  I know I can do better in the future and just need to become more organized.	growth
I'm disappointed in myself that I forgot about my exam today and wasn't able to take it.  I know I can do better in the future and just need to become more organized.	self_affirmation
People might change their mind about what they want to do in their life and that's normal.	impermanence
As finals are coming up, they stress me out but they will be over soon.	optimism
I think we need to talk more between each other, so I understand why you're angry.	neutralizing
Today I'm going to go to bed early and enjoy my sleep after all these exams stress.	neutralizing
I am going to focus on myself for the next hour or so and would be in a better frame of mind for the rest of the day.	impermanence
I am going to focus on myself for the next hour or so and would be in a better frame of mind for the rest of the day.	optimism
Ive had a good day on Trent and been productive at uni, I can do my essay‚Äôs after my nap.	growth
Ive had a good day on Trent and been productive at uni, I can do my essay‚Äôs after my nap.	optimism
Taking care of puppies is a tough job, the joy it brings to your mind is worth all the trouble.	optimism
Midterms will soon be over, and I'll be able to enjoy my break.	optimism
I'm heartbroken, but this too shall pass.	impermanence
I want today to be over, this is the worst I've overcome this year, I hope to be quick and done with Mental Health Awareness	neutralizing
I want today to be over, this is the worst I've overcome this year, I hope to be quick and done with Mental Health Awareness	optimism
Still i have to develop my relationship to be strong with her.	growth
Despite the events, I'm still feeling very energetic.	impermanence
Just two days before prom Andrew steps on my big toe and break my nail but apart from that I'm fine.	optimism
Just two days before prom Andrew steps on my big toe and break my nail but apart from that I'm fine.	thankfulness
I can't wait for the drugs to kick in, so I will be pain free	optimism
It is so sad about the children inthe car on the show. I am thankful my children are ok.	optimism
It is so sad about the children inthe car on the show. I am thankful my children are ok.	thankfulness
I'm tired of everything being left up to me to do. From now on, I'll challenge myself to say no more often and make time for myself!	growth
June 2019 has not been a great month. K now has a concussion. Hopefully when July comes along things will get better!	impermanence
June 2019 has not been a great month. K now has a concussion. Hopefully when July comes along things will get better!	neutralizing
Trying to figure out next semesters classes is a lot harder than I thought it would be, but I'm confident it's going to be okay in the end of all.	optimism
I have been in the library since 2 studying for bio and I'm not even half way done. this is going to be tough but it's important to learn it	growth
I don't think I made the best choices at work today but there is always tomorrow.	growth
I don't think I made the best choices at work today but there is always tomorrow.	neutralizing
I don't think I made the best choices at work today but there is always tomorrow.	optimism
Even if it's your father, sometimes you should remove people from your life who don't make you happy.	neutralizing
I found that science test really hard although I might have passed still.	neutralizing
I found that science test really hard although I might have passed still.	optimism
I wish I would feel relaxed after watching Fall in love with me.	neutralizing
I wish I would feel relaxed after watching Fall in love with me.	optimism
With a little more workout, working nights with on Mondays would be pretty enjoyable.	impermanence
With a little more workout, working nights with on Mondays would be pretty enjoyable.	thankfulness
I am sure that my feelings towards you will be back to normal tomorrow when I am in a better frame of mind.	impermanence
I am sure that my feelings towards you will be back to normal tomorrow when I am in a better frame of mind.	optimism
I have had a blip today in my studies although I am going to try my best to keep up my hard work.	growth
I have had a blip today in my studies although I am going to try my best to keep up my hard work.	self_affirmation
I would like to sleep and enjoy solitariness for a while.	neutralizing
A good way for England to win is to find a way to get Suarez out of the game.	neutralizing
Stress it's part of life but at least the desserts will make me feel better.	optimism
Had a really productive week this week and only had a 30-minute break, but next week will be more relaxed.	growth
Had a really productive week this week and only had a 30-minute break, but next week will be more relaxed.	neutralizing
Had a really productive week this week and only had a 30-minute break, but next week will be more relaxed.	optimism
I wake up at 6am on Saturdays sometimes but at least I get to have a productive day.	neutralizing
I wake up at 6am on Saturdays sometimes but at least I get to have a productive day.	optimism
I wake up at 6am on Saturdays sometimes but at least I get to have a productive day.	thankfulness
Tomorrow is going to be a stressful day for me, I have to prepare for that.	self_affirmation
Tomorrow is going to be a stressful day for me, I have to prepare for that.	thankfulness
The wifi here could really do with an upgrade.	neutralizing
Even though I have a lot of data to manage at least it means that I have something to do in my life so that's good.	optimism
DeStress sessions is very good for solving Stiff pain weak pain in quadriceps	optimism
I am sick of Brexit taking so long, but I need to focus on other things in my life.	neutralizing
Well, I am a bit distracted since it is summer and there are other things I'd rather be doing, but I know I am growing by keeping my eyes on the goal	impermanence
I need to take a break and talk to noone for a month and clear my head, that will really help me get back on track.	growth
I thank God for being able to balance school and life in general.	thankfulness
I have much work to get done in the next three weeks and don’t have much information, but I am sure I can pull through.	neutralizing
I have much work to get done in the next three weeks and don’t have much information, but I am sure I can pull through.	optimism
I believe that things will work out for me, and since I am not in need of money the things should be easier to get.	optimism
I'm thankful I have lots of time to learn all this drug information five days a week.	thankfulness
The past months haunting me will not go on forever so after some time I will feel better.	optimism
I would love a couple of days of rest so that I can clear my head and go back to feeling normal.	impermanence
Today's not a good day but I am determined to attend all classes today and not be held down.	self_affirmation
I’m sure if I’ve had problems with Csn then several others have as well.	neutralizing
I’m sure if I’ve had problems with Csn then several others have as well.	optimism
I feel like I've been in school for like a month and it's been two days, but the weekend is coming.	thankfulness
I've been having a bad day, but bad days happen. Tomorrow is another day.	impermanence
I'm so excited for tomorrow. It will be a new day with new opportunities	impermanence
I'm so excited for tomorrow. It will be a new day with new opportunities	optimism
I try to work hard to recollect my data.	growth
I need you to text me back in ten minutes	neutralizing
I appreciate the ability I have to work 24 hours straight, I just can't let it hurt me.	growth
I appreciate the ability I have to work 24 hours straight, I just can't let it hurt me.	neutralizing
Need a massage. Wishing it'd come soon	neutralizing
I think teachers want to see our effort in their subjects	neutralizing
I finally finished my college work, and now I enjoy hugs from my niece, my princess.	growth
I finally finished my college work, and now I enjoy hugs from my niece, my princess.	optimism
There is a fussy boy on this bus ride to Merthyr.	neutralizing
This week is going to be a busy week with 2 exams and a comp, but I am well-prepared for it. I can take it easy.	neutralizing
This week is going to be a busy week with 2 exams and a comp, but I am well-prepared for it. I can take it easy.	optimism
Getting ready for this quiz tomorrow	neutralizing
The canceled flights will give me more time to do other things.	optimism
The SDCC hotel lottery is complicated! I am going to ask for help.	growth
The SDCC hotel lottery is complicated! I am going to ask for help.	neutralizing
You don't know how much stuff you DON'T NEED until you start packing for uni.	optimism
So today I get told my whole dissertation needs to be done	thankfulness
I am feeling very stressed, but I know that I have the coping skills to get through this.	neutralizing
I am feeling very stressed, but I know that I have the coping skills to get through this.	self_affirmation
I can't wait to clean the house and get done with the backlog of accounts so that I can have an early night.	impermanence
I can't wait to clean the house and get done with the backlog of accounts so that I can have an early night.	optimism
I have a final exam in 12 hours and I can't sleep. I suppose I'll sleep like a baby when it's over.	impermanence
I hope I make it in time for the BGC volleyball qualifications.	optimism
The library is closed on Friday's, so it is a good day to have fun.	optimism
I got my first final in an hour, and it's not that good. I still have to study for tomorrow, but soon Christmas break is coming, and I'll be free.	impermanence
I got my first final in an hour, and it's not that good. I still have to study for tomorrow, but soon Christmas break is coming, and I'll be free.	neutralizing
Even though having high grades can be stressful I know I am able to have them because I am smart.	self_affirmation
When you cuss in front of your cheer coach, and she acts like she hasn't heard it - just hope she really didn't hear it!	neutralizing
When you cuss in front of your cheer coach, and she acts like she hasn't heard it - just hope she really didn't hear it!	optimism
I love you and would continue following you and it would be great to have a tweet from you.	optimism
I will feel so good after I take a nap and sleep.	impermanence
I will feel so good after I take a nap and sleep.	optimism
I don't like waking up at 3:00 a.m. to do uni work, and my dissertation is due, but this will soon be over.	impermanence
I don't like waking up at 3:00 a.m. to do uni work, and my dissertation is due, but this will soon be over.	neutralizing
I need to learn how to relax and enjoy my free time, life can be beautiful one moment and stressful the next!	growth
I need to learn how to relax and enjoy my free time, life can be beautiful one moment and stressful the next!	impermanence
I think I'll sleep soon, I had a wonderful dream yesterday, I hope I have it again today.	impermanence
Packing is stressful, but at least I get to go on cruises.	neutralizing
Packing is stressful, but at least I get to go on cruises.	optimism
We need to talk more but nothing that a therapist can't solve!	optimism
Five days, 4 projects. Finishing this semester off strong	impermanence
Five days, 4 projects. Finishing this semester off strong	neutralizing
Although I barely pay the bills I have to thank for having a job	thankfulness
Even thought my timetable for next year doesn't look as promising... I'm sure that after I take Steps I will be free the year after next one.	impermanence
I'm having a lot of headaches, last year I had more than any year and that's not right.	impermanence
I'm having a lot of headaches, last year I had more than any year and that's not right.	neutralizing
If I go on Wednesday, that means there are only two days left for the weekend!	optimism
I feel like I'm getting sick! Hopefully getting some homework done will help me avoid that.	neutralizing
I feel like I'm getting sick! Hopefully getting some homework done will help me avoid that.	optimism
I am ready for an amazing holiday I think I will go somewhere tropical with people who also want that.	neutralizing
I am ready for an amazing holiday I think I will go somewhere tropical with people who also want that.	optimism
Im proud of myself for not smoking a lot at the moment, I know I can handle things.	neutralizing
Im proud of myself for not smoking a lot at the moment, I know I can handle things.	optimism
I can imagine how difficult the elimination games are for the players. But our entertainment comes from it.	neutralizing
I can imagine how difficult the elimination games are for the players. But our entertainment comes from it.	thankfulness
An hour and a half to go, and it's time for spring break!	optimism
External agents shouldn‚Äôt have the power to make me so upset	neutralizing
Since my baby is not a crying one, my cousin's baby will be influenced by it and I hope that it will have a positive impact on my cousin's baby.	optimism
I don't particularly like Noel on Deal or No Deal, but at least there are other shows right now that I can watch.	optimism
People always struggle to fulfill the expectations of the others and it's normal.	neutralizing
Advertisements is the only way I get to enjoy music and I'm thankful for that.	neutralizing
Advertisements is the only way I get to enjoy music and I'm thankful for that.	thankfulness
Even though I have a lot of work to do, I thank you for having only 2 more weeks of summer school.	neutralizing
Even though I have a lot of work to do, I thank you for having only 2 more weeks of summer school.	optimism
I need to look for a better paid job so i can afford all the things I want	growth
I am almost finished filling out my forms and finding all of this information.	impermanence
I know that when I see my friends I will be able to hug them!	optimism
I am eagerly looking forward to eating good food and playing video games.	optimism
One I'm finished with my project I will be able to enjoy my summer!	impermanence
One I'm finished with my project I will be able to enjoy my summer!	optimism
Although I still have a car of them. I'm glad I had the opportunity to be called!	neutralizing
Although I still have a car of them. I'm glad I had the opportunity to be called!	optimism
I have slept only for 3 hours due to anxiety, but I am glad I’ve got a reason to take my day off.	neutralizing
I have slept only for 3 hours due to anxiety, but I am glad I’ve got a reason to take my day off.	optimism
The happier I am, the happier my mom will be with me.	neutralizing
The happier I am, the happier my mom will be with me.	optimism
I'm trying to deal with this chaotic situation. Freaking out isn't an option when you know the time marches and things change.	growth
I'm trying to deal with this chaotic situation. Freaking out isn't an option when you know the time marches and things change.	optimism
I went to the mall for winter clothes, and it was packed. I love the energy of a crowd.	neutralizing
I went to the mall for winter clothes, and it was packed. I love the energy of a crowd.	optimism
Despite the sadness and the headache, I feel that when those days pass, I will be happy to see and talk to my friends.	impermanence
I know it’s hard for me to calm down but I’m sure if I breathe deep I can relax and I can will be thankful for trying.	thankfulness
I know that I feel bad right now but tomorrow will be a better day, I just need to rest.	impermanence
I know that I feel bad right now but tomorrow will be a better day, I just need to rest.	optimism
It's good that Charles didn't reply to the bunch of texts I sent him about my stressors because I already feel better now.	thankfulness
I need to reevaluate my relationship with you so that it is not so problematic.	neutralizing
I need to reevaluate my relationship with you so that it is not so problematic.	self_affirmation
I miss half of my son’s life because of my work. But I hope to explain the situation to him to get rid of my guilt.	neutralizing
I miss half of my son’s life because of my work. But I hope to explain the situation to him to get rid of my guilt.	optimism
Stress is something people usually feel and I guess it will also be part of my life so it's normal.	impermanence
Looking at my chemistry notes, I know that I can pass this.	growth
Looking at my chemistry notes, I know that I can pass this.	neutralizing
Looking at my chemistry notes, I know that I can pass this.	optimism
Although I did not complete most of my work today, I hope I am able to finish my uni work on time for submission.	impermanence
Although I did not complete most of my work today, I hope I am able to finish my uni work on time for submission.	optimism
Tomorrow I’ll use it to study for exams because I won’t go to school.	growth
Tomorrow I’ll use it to study for exams because I won’t go to school.	impermanence
It's 2am. I might not sleep tonight, but at least I can take a nap tomorrow.	impermanence
It's 2am. I might not sleep tonight, but at least I can take a nap tomorrow.	neutralizing
People pulling out of a job is annoying, but it means I have more free time at work.	optimism
Going to have a wicked weekend I definitely deserve a relaxing time.	neutralizing
Going to have a wicked weekend I definitely deserve a relaxing time.	optimism
Going to have a wicked weekend I definitely deserve a relaxing time.	thankfulness
I hope to get my exams over soon as my life seems only around revision.	impermanence
I hope to get my exams over soon as my life seems only around revision.	optimism
It's normal to lose files on your computer when you have many, if you look calmly I know I'll find them.	growth
It's normal to lose files on your computer when you have many, if you look calmly I know I'll find them.	neutralizing
Apparently tons of people are having trouble on Moodle. At least now we don't have to use it for a while!	optimism
I missed hanging out with my friends but I know I had a good sleep that I needed.	neutralizing
I missed hanging out with my friends but I know I had a good sleep that I needed.	optimism
Going to have a nice long break after all my hard work.	neutralizing
Going to have a nice long break after all my hard work.	optimism
Going to have a nice long break after all my hard work.	thankfulness
Even though there's been a delay, I'm thankful that my new outfit is still arriving in the mail.	thankfulness
Finals are stressful but it is useful to my learning curve.	growth
Maybe it is time that I clean it out and restock for more space.	growth
I go to uni in the dark and come back in the dark but overall uni is an amazing experience and I’m greatful for it.	neutralizing
I go to uni in the dark and come back in the dark but overall uni is an amazing experience and I’m greatful for it.	thankfulness
The more I understand people, the better for me.	growth
School is difficult right now, and I'm often tired, but I know I'm not the only one going through it and I will graduate soon.	impermanence
I have decided to say goodbye to stress and be positive.	optimism
Waking up early on a day like this will help me finish my tasks quickly.	growth
Waking up early on a day like this will help me finish my tasks quickly.	optimism
Now I'm fine with myself, that person in a bad mood wasn't me.	impermanence
At least I am well qualified.	self_affirmation
Didn't study last night, but prof cancelled quiz. YES!	neutralizing
I hope things turn out good for my college.	impermanence
College should be free, and the experience of interviews and scholarship deadlines less stressfull.	neutralizing
If things don't work out at the moment it means they will work out in the future. I just need to be patient.	optimism
I’m sure it won’t be long untill instagram is back up again.	neutralizing
I’m sure it won’t be long untill instagram is back up again.	optimism
I’m sure it won’t be long untill instagram is back up again.	thankfulness
I'm trying to do coursework besides people shouting at me!	growth
I'm trying to do coursework besides people shouting at me!	neutralizing
I may be behind, but I'm thankful I have everything I need to keep going.	optimism
I may be behind, but I'm thankful I have everything I need to keep going.	thankfulness
Praying I do well on this cal 3 test today, but since I studied I know I can ace it	self_affirmation
I'm so happy about celebrating my friend's birthdays!	optimism
I'm so happy about celebrating my friend's birthdays!	thankfulness
I'm so thankful for the opportunity to listen to Drake when I'm feeling bored or down.	impermanence
I'm so thankful for the opportunity to listen to Drake when I'm feeling bored or down.	neutralizing
I'm so thankful for the opportunity to listen to Drake when I'm feeling bored or down.	thankfulness
There‚Äôs nothing better than having time to sleep after working so hard	optimism
There‚Äôs nothing better than having time to sleep after working so hard	self_affirmation
There‚Äôs nothing better than having time to sleep after working so hard	thankfulness
It's normal to be stressed about the finals, there's nothing wrong with that	neutralizing
It's normal to be stressed about the finals, there's nothing wrong with that	optimism
Sometimes when you're stressed a simple scream can make a difference. Try to release the stress and watch you go from panic to peace with this simple gesture.	growth
Sometimes when you're stressed a simple scream can make a difference. Try to release the stress and watch you go from panic to peace with this simple gesture.	optimism
Library computers take such a long time to load but it's great that I get to do my work on them for free.	neutralizing
Library computers take such a long time to load but it's great that I get to do my work on them for free.	thankfulness
I need to focus on what's important now and forget about those strange feelings.	growth
I wanted to do homeschooling, because I dont like going to school. But I'm tough, so I'll stop thinking abou this, and I'll get over it.	self_affirmation
This job hunt stresses me a bit, but I am looking forward to having a break with my dudes.	impermanence
This job hunt stresses me a bit, but I am looking forward to having a break with my dudes.	neutralizing
This job hunt stresses me a bit, but I am looking forward to having a break with my dudes.	optimism
He was trying to talk to me this time, and I was not answering him properly	neutralizing
I have a lot of uncertainty in my life at the moment but at least I can learn how to deal with it.	growth
I have a lot of uncertainty in my life at the moment but at least I can learn how to deal with it.	optimism
There are 6 difficult things to do today that I can very well accomplish in 4 consecutive days of my schedule.	neutralizing
There are 6 difficult things to do today that I can very well accomplish in 4 consecutive days of my schedule.	optimism
So lucky to be going on a trip to Europe, it's good I'm keeping myself busy with my commitments as well.	growth
So lucky to be going on a trip to Europe, it's good I'm keeping myself busy with my commitments as well.	neutralizing
So lucky to be going on a trip to Europe, it's good I'm keeping myself busy with my commitments as well.	optimism
I will be able to play football soon! I love it so much!	optimism
I have class to go to but then I'll be back soon so I can go study.	optimism
Not feeling good about this in-between stage. I'm looking for a sign, and waiting for something to happen. I'll pray more, and I'm confident I'll get want I want.	neutralizing
Not feeling good about this in-between stage. I'm looking for a sign, and waiting for something to happen. I'll pray more, and I'm confident I'll get want I want.	optimism
It's sad when you have a falling out with family, but I know we will work through it and be good again.	impermanence
I seem to be obsessing about 2 years ago, lately. I'm going to remember that the past is the past and move on.	growth
I seem to be obsessing about 2 years ago, lately. I'm going to remember that the past is the past and move on.	impermanence
I am sorry about having a cold sore and a massive spot on my face, but I am sure it would clear up in the coming week.	neutralizing
I am sorry about having a cold sore and a massive spot on my face, but I am sure it would clear up in the coming week.	optimism
I'm glad I have a job to make money when some people are struggling to find work.	thankfulness
I am upset about one direction breaking up but I can’t wait to see the cool music that Zayns going to put out now.	neutralizing
I am upset about one direction breaking up but I can’t wait to see the cool music that Zayns going to put out now.	optimism
I am upset about one direction breaking up but I can’t wait to see the cool music that Zayns going to put out now.	thankfulness
Sometimes, you think you are going ahead when many things go wrong and stop your progress. But you must never give up.	growth
Sometimes, you think you are going ahead when many things go wrong and stop your progress. But you must never give up.	optimism
One of our cleaners is not feeling good today, thankfully I have the opportunity to move some bookings around to find replacements	optimism
One of our cleaners is not feeling good today, thankfully I have the opportunity to move some bookings around to find replacements	thankfulness
It's tough to teach somebody else a new skill but at least I can enjoy catching some fish!	impermanence
Even though there are unexpected costs to the wedding budget because of the delays the lost luggage or the indecent customer service at least there is the wedding happening, which is nice.	neutralizing
It's ok to rest a bit, with a fresh mind I will be able to study for tomorrow's exam, and get an A!	growth
It's ok to rest a bit, with a fresh mind I will be able to study for tomorrow's exam, and get an A!	optimism
It's almost the weekend and I can get the rest I need!	impermanence
I wish I have a relaxing couple of days to recover from this holiday.	impermanence
I wish I have a relaxing couple of days to recover from this holiday.	optimism
I am carrying some extra weight, but I'm going to start exercising now and really start losing some pounds.	growth
I am carrying some extra weight, but I'm going to start exercising now and really start losing some pounds.	optimism
All three course schedules have been successfully moved to the online format. I just need to communicate all changes to my students and update all materials online to accommodate new tasks and all work will be done.	optimism
I will finish my hair and hit the studio with some bangers!	optimism
If I can get some help on the test I'm sure to get some really good marks.	neutralizing
If I can get some help on the test I'm sure to get some really good marks.	optimism
The stress that comes from making decisions in college prepares me to make decisions in adult life	impermanence
The stress that comes from making decisions in college prepares me to make decisions in adult life	self_affirmation
Looking at the way the term started, seems to end like tired. But I will not wait for it to be that way.	neutralizing
Looking at the way the term started, seems to end like tired. But I will not wait for it to be that way.	self_affirmation
Where can I make my own invitations where it won't be expensive or take forever to get?	neutralizing
I’m going to make sure I do a really fantastic job of my Geo assignment, and then I can work on my English assignment.	neutralizing
I’m going to make sure I do a really fantastic job of my Geo assignment, and then I can work on my English assignment.	optimism
You always manage to remind me how important my studies are.	optimism
Everyday presents a new challenge but I know that I can sort it out.	growth
Everyday presents a new challenge but I know that I can sort it out.	neutralizing
Everyday presents a new challenge but I know that I can sort it out.	optimism
When life gets hard I think God is trying to teach us something.	growth
When life gets hard I think God is trying to teach us something.	impermanence
When life gets hard I think God is trying to teach us something.	neutralizing
I need to work better on my softball games scheduling along with the children's story.	growth
I need to work better on my softball games scheduling along with the children's story.	neutralizing
I had a long day at work, and my Xbox is updating, but I just have to be patient, and soon it will be done, and I can start having fun!	optimism
Everything will pass, I know that once I'm done with the test, everything will be good!	growth
Everything will pass, I know that once I'm done with the test, everything will be good!	impermanence
I must complete my works soon so that I can take rest.	growth
I must complete my works soon so that I can take rest.	optimism
This website still won't work for me, it could really use some improvement.	neutralizing
Even though it's only been 2 days, It is being hard it's been hard to work and go to college at the same time.	neutralizing
I'm so glad and thankful I'm done with my paperwork!	impermanence
I'm so glad and thankful I'm done with my paperwork!	thankfulness
Listening to some creepy sounds, jump scares, horror stuffs. I love horror.	impermanence
Listening to some creepy sounds, jump scares, horror stuffs. I love horror.	optimism
I'm doing homework all this weekend. This semester won't last forever.	impermanence
I was a victim of 3rd party damage, but unfortunately I couldn't get customer service to acknowledge my correspondence.  Oh well, at least I can learn to be less dissappointed next time.	growth
I was a victim of 3rd party damage, but unfortunately I couldn't get customer service to acknowledge my correspondence.  Oh well, at least I can learn to be less dissappointed next time.	neutralizing
The insomnia that keeps me awake will be the reason I can rest later.	impermanence
The insomnia that keeps me awake will be the reason I can rest later.	self_affirmation
I'm excited to do a job with my 2 buddies.	optimism
I have learned so much from this game, and will apply it next time.	growth
I have already had a good start to the day. I will get a cup of coffee and power through the morning before I get a good lunch.	optimism
This is driving me nuts, Hope it finish soon.	growth
I want to focus more of my time on whatI really love	growth
It would be really great for me to have a car, It would be very useful for someone like me, hopefully I can afford one soon!	growth
It would be really great for me to have a car, It would be very useful for someone like me, hopefully I can afford one soon!	neutralizing
Even though I slept little I am feeling well prepared for the intermediate exams.	optimism
Even though I have a lot on my plate, I'm confident that I can handle all of it.	optimism
Sometimes it's hard to let certain people go but you need to make the right choices.	growth
Sometimes it's hard to let certain people go but you need to make the right choices.	neutralizing
Sorting through my closet is hard work, but I know when I'm done I will feel lighter and will love having a tidy closet where I can find things again.	neutralizing
Sorting through my closet is hard work, but I know when I'm done I will feel lighter and will love having a tidy closet where I can find things again.	optimism
Sorting through my closet is hard work, but I know when I'm done I will feel lighter and will love having a tidy closet where I can find things again.	thankfulness
I will be so happy when I get back into my house.	impermanence
I will be so happy when I get back into my house.	optimism
I lie around undressed and wasting my youth during my early twenties which are supposed to be the time of my life, because of Covid. I moved soon after it began and I hope it ends soon! I believe in the human spirit that we'll all come back to better days - because I want to make friends in real life and have fun!	impermanence
I lie around undressed and wasting my youth during my early twenties which are supposed to be the time of my life, because of Covid. I moved soon after it began and I hope it ends soon! I believe in the human spirit that we'll all come back to better days - because I want to make friends in real life and have fun!	neutralizing
I lie around undressed and wasting my youth during my early twenties which are supposed to be the time of my life, because of Covid. I moved soon after it began and I hope it ends soon! I believe in the human spirit that we'll all come back to better days - because I want to make friends in real life and have fun!	self_affirmation
I hope I find a good college to go to which ticks all my boxes.	optimism
I have waited a long time for this trip so I can take some time for myself to relax.	optimism
When I come back from my Twitter break, I would love a warm welcome!	optimism
I know it will be worth all this work when I have my car.	impermanence
I know it will be worth all this work when I have my car.	optimism
Even though this class is pointless for grad school, I'm thankful for everything I've learned from it.	optimism
Even though this class is pointless for grad school, I'm thankful for everything I've learned from it.	thankfulness
Loving myself should come before wanting anyone else's love.	self_affirmation
I understand that it's hard to work when you don't have focus, and thinking I can do my best to make my mind more focused next time.	optimism
I am a bit sick, and I hope this week is not hard on me.	neutralizing
I am a bit sick, and I hope this week is not hard on me.	optimism
Maybe I should think of alternate ways to soothe my tired eyes as I'm wide awake.	neutralizing
Im studying hard on my history quiz so I will pass.	growth
Im studying hard on my history quiz so I will pass.	neutralizing
Im studying hard on my history quiz so I will pass.	optimism
I'm quickly going to learn because I have to be prepared and write well for my college English essay which is due in 4 hours!	growth
I'm quickly going to learn because I have to be prepared and write well for my college English essay which is due in 4 hours!	neutralizing
My sleeping schedule is messed up a bit and I hope to set it right soon.	neutralizing
My sleeping schedule is messed up a bit and I hope to set it right soon.	optimism
It would be nice to not have to do my comp paper but I know I will do an amazing job.	growth
It would be nice to not have to do my comp paper but I know I will do an amazing job.	neutralizing
It would be nice to not have to do my comp paper but I know I will do an amazing job.	optimism
Although breaks are well-deserved, I am thankful for all the challenges I have faced as they each have taught me so much.	neutralizing
Although breaks are well-deserved, I am thankful for all the challenges I have faced as they each have taught me so much.	optimism
Although breaks are well-deserved, I am thankful for all the challenges I have faced as they each have taught me so much.	thankfulness
Even though my skin isn't the best, I'm glad that I have great products that can keep the problems away.	optimism
Even though my skin isn't the best, I'm glad that I have great products that can keep the problems away.	thankfulness
Really proud of myself for how hard I have worked for this biology exam.	growth
Really proud of myself for how hard I have worked for this biology exam.	optimism
Really proud of myself for how hard I have worked for this biology exam.	thankfulness
I'm stressing over my first GCSE, but soon this will be over, and I'll feel better.	impermanence
I'm stressing over my first GCSE, but soon this will be over, and I'll feel better.	optimism
I am going to try something new this week.	optimism
I am now in need of a new car, im sure tomorow will be better	neutralizing
I am now in need of a new car, im sure tomorow will be better	optimism
I need to take it easy or all the things I'm struggling with will come crashing down on me.	growth
I need to take it easy or all the things I'm struggling with will come crashing down on me.	neutralizing
I'm going to learn to relax and stay calm during interviews.	growth
I appreciate being able to get rid of my stress just by talking to someone for a few minutes.	optimism
I appreciate being able to get rid of my stress just by talking to someone for a few minutes.	thankfulness
Life gets you down and sometimes sends a pair of boots to stomp you repeatedly - but I need to take it on the chin and spring back	growth
Life gets you down and sometimes sends a pair of boots to stomp you repeatedly - but I need to take it on the chin and spring back	neutralizing
The professors should re-evaluate Christmas and Easter due dates as students lose focus around those times.	neutralizing
It is so comforting to walk into a warm cozy house after being in the cold, the winds can't get you in there!	impermanence
I'm going to focus on what I want and stop worrying about how much work it will take.	growth
Today I used it to relax. I understand that not every day should be products, and that gives me calm.	neutralizing
Today I used it to relax. I understand that not every day should be products, and that gives me calm.	thankfulness
Why do I tend to overreact on things I have to stop it.	self_affirmation
Why do I tend to overreact on things I have to stop it.	thankfulness
I hope the fear I have in my mind does not manifest in real life.	optimism
I know that I am not good at dealing with stress, but I will continue trying positive coping strategies.	growth
Playing on 2 football teams, working, studying and moving house at the moment is very difficult, and I understand perfectly well that it's normal to feel that way so when I have time I'll rest	optimism
I got out, and now most of my close friends are dead or locked up too. I feel like I missed the world. But that's life, I have to be resilient and keep moving.	growth
I got out, and now most of my close friends are dead or locked up too. I feel like I missed the world. But that's life, I have to be resilient and keep moving.	impermanence
I got out, and now most of my close friends are dead or locked up too. I feel like I missed the world. But that's life, I have to be resilient and keep moving.	neutralizing
Worrying is only making me feel sick so I'm not going to stress over my applications.	self_affirmation
I'm getting organized so that everything runs smoothly throughout the week.	optimism
Really miss dancing! As soon as I am free of permanent injury risk I'm going to dance all night.	impermanence
Really miss dancing! As soon as I am free of permanent injury risk I'm going to dance all night.	neutralizing
I finally submitted the obligatory article that I was struggling to finish. Glad to be done with it.	growth
I finally submitted the obligatory article that I was struggling to finish. Glad to be done with it.	optimism
Im happy that I can be a source of strength for others in stressful times	thankfulness
I didn't get front row seats, I have to try againg	impermanence
I didn't get front row seats, I have to try againg	optimism
I know that I can't wait till 1st April, but I have no choice actually, the waiting makes it more exciting.	optimism
Im pregnant, its amazing I am bringing another life into this world	optimism
Im pregnant, its amazing I am bringing another life into this world	thankfulness
I know I'll be a dad who really cares because that's how I am with my dog.	neutralizing
I know I'll be a dad who really cares because that's how I am with my dog.	optimism
When I stop complaining, I‚Äôll get down to business and have the draft ready for tomorrow.	growth
When I stop complaining, I‚Äôll get down to business and have the draft ready for tomorrow.	self_affirmation
Even being not well these last days I need to focus and study for the final exams on Monday.	growth
This is one of those days that I just want to cry, but I need to stop this habit and face things as they are. Solve my problems.	growth
This is one of those days that I just want to cry, but I need to stop this habit and face things as they are. Solve my problems.	optimism
Knowing this day is the worst only means that all the other ones have been so amazing.	optimism
Knowing this day is the worst only means that all the other ones have been so amazing.	thankfulness
It's nice to take time to sit and calm down when life gets hectic.	growth
It's nice to take time to sit and calm down when life gets hectic.	optimism
At least after everything I will be moving into another place so I will have a fresh start.	optimism
"Its not safe to ""take a quick dip"" when there are thunder."	neutralizing
I feel a bit nervous before all the exams, but I am happy, this is going to end tomorrow.	impermanence
